driver_id,archetype,driver_age,vehicle_value,annual_mileage,hard_braking_per_100mi,rapid_accel_per_100mi,speeding_pct,phone_distraction_min_hr,harsh_cornering_per_100mi,night_driving_pct,driving_score,risk_tier,traditional_premium,dynamic_ubi_premium,annual_savings,discount_pct,has_claim,claim_amount
DRV-1882,Aggressive Speedster,21,40808.0,21698.0,7.16,5.5,22.5,9.8,6.18,17.9,28.5,High Risk (Non-Standard),2227.61,3460.61,-1233.0,-55.4,1,2623.16
DRV-1883,Low-Mileage Weekend Driver,32,33758.0,5209.0,1.15,0.73,5.3,1.8,1.49,8.0,93.4,Elite Safe (Top 15%),1458.7,994.02,464.68,31.9,0,0.0
DRV-1884,Safe Commuter,34,25606.0,9500.0,1.18,0.7,2.7,0.8,0.64,5.3,98.8,Elite Safe (Top 15%),1218.83,835.86,382.97,31.4,0,0.0
DRV-1885,Distracted Urbanite,30,38574.0,13551.0,6.44,4.28,16.6,14.2,3.99,9.1,35.5,High Risk (Non-Standard),1590.79,1945.38,-354.59,-22.3,0,0.0
DRV-1886,Safe Commuter,54,28783.0,13281.0,1.03,0.53,2.7,0.6,0.79,6.9,98.8,Elite Safe (Top 15%),1315.1,976.96,338.14,25.7,0,0.0
DRV-1887,Safe Commuter,52,33807.0,12194.0,1.36,1.19,3.4,1.6,0.56,6.8,95.7,Elite Safe (Top 15%),1460.07,1090.85,369.22,25.3,0,0.0
DRV-1888,Night Shift Worker,45,36371.0,12955.0,1.87,2.19,5.5,1.6,1.62,45.3,81.7,Low Risk (Preferred),1531.13,1321.98,209.15,13.7,0,0.0
DRV-1889,Low-Mileage Weekend Driver,54,36714.0,4509.0,2.16,1.2,4.7,1.6,0.65,8.8,90.8,Elite Safe (Top 15%),1540.5,1054.16,486.34,31.6,0,0.0
DRV-1890,Safe Commuter,46,18153.0,9323.0,0.62,0.81,1.8,1.5,0.3,4.4,98.9,Elite Safe (Top 15%),974.62,666.8,307.82,31.6,0,0.0
DRV-1891,Distracted Urbanite,22,20580.0,11257.0,4.66,3.15,16.6,12.3,4.42,9.6,42.1,High Risk (Non-Standard),1427.56,1574.36,-146.8,-10.3,0,0.0
DRV-1892,Aggressive Speedster,22,29587.0,17456.0,8.17,5.02,22.7,9.6,4.47,26.5,27.0,High Risk (Non-Standard),1807.46,2569.27,-761.81,-42.1,0,0.0
DRV-1893,Aggressive Speedster,23,41030.0,21362.0,6.89,4.61,32.0,9.3,5.97,17.4,28.6,High Risk (Non-Standard),2235.48,3445.09,-1209.61,-54.1,0,0.0
DRV-1894,Low-Mileage Weekend Driver,44,31107.0,4554.0,0.92,1.28,4.5,1.7,0.88,8.3,95.3,Elite Safe (Top 15%),1383.18,924.93,458.25,33.1,0,0.0
DRV-1895,Low-Mileage Weekend Driver,52,45377.0,5263.0,1.76,1.03,3.4,1.6,1.46,5.8,93.6,Elite Safe (Top 15%),1767.92,1204.42,563.5,31.9,1,6914.06
DRV-1896,Safe Commuter,36,26800.0,12076.0,0.63,0.62,2.8,0.4,0.63,4.8,99.7,Elite Safe (Top 15%),1255.47,899.55,355.92,28.3,0,0.0
DRV-1897,Low-Mileage Weekend Driver,57,47585.0,5845.0,1.45,1.52,4.1,2.2,0.58,4.6,93.9,Elite Safe (Top 15%),1823.37,1249.23,574.14,31.5,0,0.0
DRV-1898,Night Shift Worker,42,39047.0,13827.0,2.3,2.04,4.6,2.7,1.61,56.5,78.9,Low Risk (Preferred),1603.44,1447.57,155.87,9.7,0,0.0
DRV-1899,Night Shift Worker,55,42169.0,11682.0,2.63,1.77,4.8,2.8,1.86,63.1,77.3,Low Risk (Preferred),1685.64,1462.95,222.69,13.2,0,0.0
DRV-1900,Safe Commuter,32,31314.0,9000.0,0.96,0.51,1.3,0.5,0.58,6.2,99.2,Elite Safe (Top 15%),1389.15,945.45,443.7,31.9,0,0.0
DRV-1901,Safe Commuter,53,37745.0,11419.0,0.5,0.61,4.0,0.6,0.69,4.2,99.2,Elite Safe (Top 15%),1568.48,1112.47,456.01,29.1,0,0.0
DRV-1902,Safe Commuter,29,26701.0,9924.0,1.2,0.99,1.6,1.4,0.64,4.4,98.3,Elite Safe (Top 15%),1252.46,866.08,386.38,30.8,0,0.0
DRV-1903,Aggressive Speedster,26,26503.0,16939.0,5.6,5.35,40.4,6.8,6.0,17.5,33.9,High Risk (Non-Standard),1246.41,1677.62,-431.21,-34.6,1,2872.12
DRV-1904,Night Shift Worker,26,39692.0,14226.0,2.63,1.74,4.2,3.3,2.16,49.0,76.4,Low Risk (Preferred),1620.61,1508.11,112.5,6.9,0,0.0
DRV-1905,Aggressive Speedster,24,22542.0,18005.0,7.94,4.74,42.8,7.2,5.19,18.0,31.9,High Risk (Non-Standard),1514.6,2117.64,-603.04,-39.8,0,0.0
DRV-1906,Night Shift Worker,53,37354.0,14576.0,2.46,1.33,7.8,2.1,1.47,62.5,78.7,Low Risk (Preferred),1557.9,1433.99,123.91,8.0,0,0.0
DRV-1907,Low-Mileage Weekend Driver,43,28443.0,5516.0,2.1,1.53,4.1,1.0,0.82,8.7,91.9,Elite Safe (Top 15%),1304.98,900.95,404.03,31.0,0,0.0
DRV-1908,Low-Mileage Weekend Driver,34,24946.0,3603.0,1.83,0.88,4.7,1.6,1.18,4.9,93.3,Elite Safe (Top 15%),1198.31,821.87,376.44,31.4,0,0.0
DRV-1909,Aggressive Speedster,31,36357.0,15893.0,8.1,4.61,42.5,8.5,4.93,16.1,30.7,High Risk (Non-Standard),1530.74,2047.51,-516.77,-33.8,1,8679.3
DRV-1910,Safe Commuter,51,35213.0,12033.0,1.22,1.23,2.1,1.3,0.5,6.9,97.0,Elite Safe (Top 15%),1499.26,1102.05,397.21,26.5,0,0.0
DRV-1911,Safe Commuter,56,18727.0,12394.0,0.55,1.07,2.5,1.0,0.83,2.4,99.8,Elite Safe (Top 15%),994.55,717.04,277.51,27.9,0,0.0
DRV-1912,Safe Commuter,30,39899.0,13050.0,1.28,0.72,2.4,1.1,0.26,2.9,98.7,Elite Safe (Top 15%),1626.09,1202.97,423.12,26.0,0,0.0
DRV-1913,Night Shift Worker,55,42048.0,11951.0,1.53,1.99,6.5,2.2,2.08,60.6,80.7,Low Risk (Preferred),1682.5,1429.46,253.04,15.0,0,0.0
DRV-1914,Night Shift Worker,28,18676.0,13846.0,1.4,1.62,4.5,2.5,1.06,51.2,84.8,Low Risk (Preferred),992.78,852.24,140.54,14.2,0,0.0
DRV-1915,Safe Commuter,44,33533.0,10952.0,0.69,1.19,1.6,0.7,0.63,3.2,99.6,Elite Safe (Top 15%),1452.37,1014.97,437.4,30.1,0,0.0
DRV-1916,Safe Commuter,31,30642.0,11730.0,1.28,0.92,4.3,1.8,0.72,2.2,96.5,Elite Safe (Top 15%),1369.7,1004.59,365.11,26.7,0,0.0
DRV-1917,Aggressive Speedster,19,20187.0,15114.0,6.69,6.57,43.3,8.0,6.17,19.0,29.6,High Risk (Non-Standard),1723.06,2274.67,-551.61,-32.0,0,0.0
DRV-1918,Aggressive Speedster,30,44626.0,20680.0,7.73,5.21,23.6,6.5,5.8,30.8,31.0,High Risk (Non-Standard),1748.85,2615.46,-866.61,-49.6,0,0.0
DRV-1919,Safe Commuter,30,24833.0,9520.0,0.85,0.6,2.2,1.0,0.83,6.4,99.0,Elite Safe (Top 15%),1194.78,817.99,376.79,31.5,0,0.0
DRV-1920,Safe Commuter,40,38863.0,11671.0,1.25,1.01,3.6,1.1,0.24,5.8,97.7,Elite Safe (Top 15%),1598.52,1157.29,441.23,27.6,0,0.0
DRV-1921,Low-Mileage Weekend Driver,40,25145.0,3905.0,0.97,1.34,5.6,1.4,0.84,8.5,94.9,Elite Safe (Top 15%),1204.52,815.33,389.19,32.3,0,0.0
DRV-1922,Safe Commuter,54,42379.0,12737.0,1.28,1.11,3.0,1.8,0.21,5.6,96.6,Elite Safe (Top 15%),1691.1,1268.25,422.85,25.0,0,0.0
DRV-1923,Safe Commuter,39,37727.0,10413.0,0.65,0.94,4.1,1.8,0.3,4.0,97.7,Elite Safe (Top 15%),1567.99,1102.0,465.99,29.7,0,0.0
DRV-1924,Safe Commuter,62,29008.0,10029.0,1.08,1.13,4.1,1.6,0.55,3.5,97.5,Elite Safe (Top 15%),1321.77,922.17,399.6,30.2,0,0.0
DRV-1925,Aggressive Speedster,22,36656.0,18215.0,5.57,6.44,33.6,4.3,6.23,27.0,35.7,High Risk (Non-Standard),2077.53,2850.71,-773.18,-37.2,0,0.0
DRV-1926,Safe Commuter,36,19076.0,13207.0,0.87,0.67,2.9,0.4,0.78,5.9,99.3,Elite Safe (Top 15%),1006.55,742.77,263.78,26.2,0,0.0
DRV-1927,Low-Mileage Weekend Driver,61,19792.0,6836.0,0.83,1.6,3.1,1.8,0.8,8.8,95.4,Elite Safe (Top 15%),1030.95,707.98,322.97,31.3,0,0.0
DRV-1928,Low-Mileage Weekend Driver,33,27154.0,6520.0,1.34,0.65,2.8,1.1,0.93,3.3,98.2,Elite Safe (Top 15%),1266.23,850.03,416.2,32.9,0,0.0
DRV-1929,Safe Commuter,29,18820.0,13550.0,1.13,0.7,3.9,0.6,0.8,3.1,98.8,Elite Safe (Top 15%),997.75,745.65,252.1,25.3,0,0.0
DRV-1930,Night Shift Worker,51,26623.0,14913.0,2.69,1.9,8.0,2.6,2.14,63.0,74.3,Moderate Risk (Standard),1250.08,1202.94,47.14,3.8,0,0.0
DRV-1931,Low-Mileage Weekend Driver,59,21956.0,5504.0,1.6,1.22,2.7,1.4,1.25,8.5,93.9,Elite Safe (Top 15%),1102.88,752.32,350.56,31.8,1,7551.02
DRV-1932,Aggressive Speedster,20,25515.0,21990.0,7.59,5.04,35.1,4.2,4.54,19.6,37.1,High Risk (Non-Standard),2006.42,2970.94,-964.52,-48.1,0,0.0
DRV-1933,Distracted Urbanite,21,31993.0,10622.0,5.38,3.24,10.6,8.4,3.66,12.4,50.4,Elevated Risk (Substandard),1901.69,1953.12,-51.43,-2.7,0,0.0
DRV-1934,Low-Mileage Weekend Driver,67,23394.0,4262.0,0.88,1.73,3.1,1.8,0.81,3.4,97.0,Elite Safe (Top 15%),1149.31,764.63,384.68,33.5,0,0.0
DRV-1935,Safe Commuter,59,38533.0,9636.0,0.99,0.53,3.2,0.3,0.29,2.2,99.9,Elite Safe (Top 15%),1589.69,1080.14,509.55,32.1,0,0.0
DRV-1936,Night Shift Worker,26,43482.0,13767.0,1.56,2.14,9.0,3.5,1.02,60.3,78.2,Low Risk (Preferred),1719.58,1559.3,160.28,9.3,0,0.0
DRV-1937,Safe Commuter,43,42681.0,10749.0,0.39,0.8,2.8,0.6,0.46,3.9,100.0,Elite Safe (Top 15%),1698.92,1177.01,521.91,30.7,0,0.0
DRV-1938,Night Shift Worker,42,47205.0,11715.0,1.72,1.95,5.7,2.3,1.78,49.1,81.0,Low Risk (Preferred),1813.9,1528.24,285.66,15.7,0,0.0
DRV-1939,Safe Commuter,30,40261.0,10454.0,0.47,0.93,1.4,0.5,0.45,5.6,99.4,Elite Safe (Top 15%),1635.67,1131.96,503.71,30.8,0,0.0
DRV-1940,Distracted Urbanite,27,46759.0,11894.0,5.42,4.01,9.5,13.1,4.12,17.6,40.1,High Risk (Non-Standard),1802.74,2049.0,-246.26,-13.7,0,0.0
DRV-1941,Night Shift Worker,50,27508.0,13695.0,1.39,2.05,8.0,2.7,1.79,50.6,79.7,Low Risk (Preferred),1276.93,1141.46,135.47,10.6,0,0.0
DRV-1942,Night Shift Worker,39,31350.0,12643.0,2.48,2.17,5.2,2.1,2.17,55.8,77.5,Low Risk (Preferred),1390.19,1233.8,156.39,11.2,0,0.0
DRV-1943,Low-Mileage Weekend Driver,37,35080.0,4732.0,1.51,1.7,4.6,1.8,0.95,5.5,93.1,Elite Safe (Top 15%),1495.58,1014.27,481.31,32.2,0,0.0
DRV-1944,Safe Commuter,62,21539.0,10225.0,1.3,1.01,3.3,1.2,0.84,3.7,98.1,Elite Safe (Top 15%),1089.22,759.16,330.06,30.3,0,0.0
DRV-1945,Low-Mileage Weekend Driver,41,25901.0,5516.0,1.69,1.53,5.6,2.3,0.52,3.7,91.9,Elite Safe (Top 15%),1227.94,847.76,380.18,31.0,0,0.0
DRV-1946,Aggressive Speedster,30,33879.0,14808.0,7.98,6.92,22.6,5.0,4.0,23.8,36.8,High Risk (Non-Standard),1462.09,1832.61,-370.52,-25.3,0,0.0
DRV-1947,Low-Mileage Weekend Driver,40,36499.0,4908.0,1.58,1.45,2.5,2.3,1.4,6.5,92.3,Elite Safe (Top 15%),1534.63,1047.81,486.82,31.7,0,0.0
DRV-1948,Safe Commuter,50,40003.0,13750.0,1.3,0.97,3.6,0.9,0.81,5.5,97.8,Elite Safe (Top 15%),1628.85,1234.99,393.86,24.2,0,0.0
DRV-1949,Night Shift Worker,29,39676.0,11761.0,1.21,1.71,7.4,2.4,1.38,40.3,82.9,Low Risk (Preferred),1620.18,1344.84,275.34,17.0,0,0.0
DRV-1950,Distracted Urbanite,28,27684.0,11487.0,4.63,3.8,17.0,11.6,4.61,12.3,40.0,High Risk (Non-Standard),1282.24,1442.0,-159.76,-12.5,0,0.0
DRV-1951,Safe Commuter,37,27431.0,9210.0,1.34,1.19,3.6,0.9,0.42,6.4,96.9,Elite Safe (Top 15%),1274.61,887.02,387.59,30.4,0,0.0
DRV-1952,Safe Commuter,46,45735.0,10369.0,0.78,1.2,2.0,1.7,0.99,5.8,97.3,Elite Safe (Top 15%),1776.98,1252.34,524.64,29.5,0,0.0
DRV-1953,Safe Commuter,41,23854.0,11761.0,0.86,0.55,3.1,0.3,0.91,4.7,99.5,Elite Safe (Top 15%),1163.95,829.63,334.32,28.7,0,0.0
DRV-1954,Distracted Urbanite,32,21288.0,11016.0,6.61,3.81,15.3,11.2,4.58,10.9,37.1,High Risk (Non-Standard),1080.96,1221.29,-140.33,-13.0,0,0.0
DRV-1955,Distracted Urbanite,35,42109.0,14444.0,5.13,2.7,9.4,9.2,4.17,17.7,48.9,Elevated Risk (Substandard),1684.08,1933.58,-249.5,-14.8,0,0.0
DRV-1956,Safe Commuter,32,27444.0,10636.0,0.86,0.65,3.2,1.0,0.82,5.5,99.2,Elite Safe (Top 15%),1275.0,887.89,387.11,30.4,0,0.0
DRV-1957,Low-Mileage Weekend Driver,65,22106.0,4611.0,1.98,1.39,5.5,0.9,1.13,3.0,92.9,Elite Safe (Top 15%),1107.78,750.85,356.93,32.2,0,0.0
DRV-1958,Aggressive Speedster,29,20661.0,15565.0,6.38,5.7,26.3,7.0,4.16,25.8,30.7,High Risk (Non-Standard),1060.15,1406.38,-346.23,-32.7,0,0.0
DRV-1959,Distracted Urbanite,27,29409.0,10016.0,3.72,3.78,10.1,8.4,3.55,10.6,57.2,Elevated Risk (Substandard),1333.62,1286.42,47.2,3.5,0,0.0
DRV-1960,Night Shift Worker,54,36901.0,13652.0,2.73,2.05,8.2,3.3,1.8,49.7,73.1,Moderate Risk (Standard),1545.59,1457.09,88.5,5.7,0,0.0
DRV-1961,Low-Mileage Weekend Driver,50,37873.0,3838.0,0.96,1.66,5.0,1.3,1.47,5.0,95.0,Elite Safe (Top 15%),1571.93,1064.75,507.18,32.3,0,0.0
DRV-1962,Low-Mileage Weekend Driver,52,36032.0,5812.0,1.29,1.08,2.5,2.3,1.34,8.2,93.7,Elite Safe (Top 15%),1521.84,1043.7,478.14,31.4,0,0.0
DRV-1963,Safe Commuter,45,29741.0,11537.0,1.28,1.1,1.2,1.4,0.41,3.6,98.0,Elite Safe (Top 15%),1343.39,966.73,376.66,28.0,0,0.0
DRV-1964,Low-Mileage Weekend Driver,35,22996.0,4439.0,1.82,1.01,5.3,1.3,0.91,6.4,93.4,Elite Safe (Top 15%),1136.56,767.97,368.59,32.4,0,0.0
DRV-1965,Night Shift Worker,45,28581.0,11646.0,2.06,2.14,4.1,2.3,1.94,45.0,80.1,Low Risk (Preferred),1309.09,1109.32,199.77,15.3,0,0.0
DRV-1966,Safe Commuter,31,42039.0,11593.0,0.7,0.58,1.5,1.1,0.89,3.1,99.6,Elite Safe (Top 15%),1682.26,1193.26,489.0,29.1,0,0.0
DRV-1967,Safe Commuter,41,41740.0,11765.0,0.57,0.41,4.0,1.4,0.62,4.5,98.4,Elite Safe (Top 15%),1674.48,1206.65,467.83,27.9,0,0.0
DRV-1968,Safe Commuter,29,21936.0,10150.0,1.15,0.62,2.0,0.4,0.83,5.3,98.8,Elite Safe (Top 15%),1102.23,761.7,340.53,30.9,0,0.0
DRV-1969,Safe Commuter,33,45569.0,9383.0,0.85,1.03,3.6,0.2,0.79,4.7,99.2,Elite Safe (Top 15%),1772.78,1210.16,562.62,31.7,0,0.0
DRV-1970,Night Shift Worker,49,24080.0,11971.0,2.17,1.37,5.6,2.5,1.03,43.2,81.5,Low Risk (Preferred),1171.11,988.81,182.3,15.6,0,0.0
DRV-1971,Night Shift Worker,54,33198.0,12883.0,1.89,1.27,6.0,2.1,1.34,56.1,82.7,Low Risk (Preferred),1442.92,1233.05,209.87,14.5,0,0.0
DRV-1972,Aggressive Speedster,30,24963.0,17149.0,5.99,5.91,24.5,5.3,6.43,21.8,33.8,High Risk (Non-Standard),1198.85,1622.87,-424.02,-35.4,0,0.0
DRV-1973,Night Shift Worker,43,25499.0,12662.0,2.5,2.17,4.5,1.8,2.04,49.7,78.8,Low Risk (Preferred),1215.51,1067.75,147.76,12.2,0,0.0
DRV-1974,Night Shift Worker,54,43030.0,13617.0,2.54,1.91,4.3,2.5,1.49,57.2,79.0,Low Risk (Preferred),1707.94,1532.9,175.04,10.2,1,5705.41
DRV-1975,Night Shift Worker,24,31841.0,12341.0,1.53,1.67,6.4,2.5,2.15,42.1,80.8,Low Risk (Preferred),1895.81,1624.9,270.91,14.3,0,0.0
DRV-1976,Night Shift Worker,29,23921.0,15606.0,1.88,1.09,4.6,1.5,1.62,38.6,84.7,Low Risk (Preferred),1166.08,1043.09,122.99,10.5,0,0.0
DRV-1977,Safe Commuter,55,21527.0,11476.0,0.99,0.87,1.5,1.6,0.53,2.0,98.9,Elite Safe (Top 15%),1088.83,775.58,313.25,28.8,0,0.0
DRV-1978,Distracted Urbanite,29,36420.0,12612.0,5.53,3.35,14.5,8.1,3.81,10.0,47.9,Elevated Risk (Substandard),1532.47,1689.17,-156.7,-10.2,0,0.0
DRV-1979,Low-Mileage Weekend Driver,48,39452.0,5152.0,1.09,1.0,5.0,2.5,1.43,4.0,94.3,Elite Safe (Top 15%),1614.23,1093.52,520.71,32.3,0,0.0
DRV-1980,Safe Commuter,39,27931.0,9752.0,0.37,1.28,2.1,0.5,0.76,4.7,99.2,Elite Safe (Top 15%),1289.66,882.82,406.84,31.5,0,0.0
DRV-1981,Low-Mileage Weekend Driver,42,45345.0,3734.0,1.69,1.66,3.4,0.8,0.69,4.7,95.4,Elite Safe (Top 15%),1767.11,1197.19,569.92,32.3,0,0.0
DRV-1982,Distracted Urbanite,32,39920.0,13123.0,4.83,3.09,13.4,12.3,2.69,9.5,47.2,Elevated Risk (Substandard),1626.65,1825.75,-199.1,-12.2,0,0.0
DRV-1983,Safe Commuter,34,47000.0,9634.0,0.87,0.98,2.3,1.1,0.88,5.0,99.3,Elite Safe (Top 15%),1808.77,1235.9,572.87,31.7,0,0.0
DRV-1984,Night Shift Worker,54,32264.0,12047.0,1.2,1.28,5.1,3.4,1.74,39.3,83.0,Low Risk (Preferred),1416.4,1183.0,233.4,16.5,1,1140.11
DRV-1985,Aggressive Speedster,21,29319.0,18094.0,6.26,6.33,29.5,7.0,4.12,24.5,31.0,High Risk (Non-Standard),1796.81,2531.52,-734.71,-40.9,0,0.0
DRV-1986,Low-Mileage Weekend Driver,51,26332.0,6435.0,1.24,0.69,4.4,1.2,0.67,6.8,96.6,Elite Safe (Top 15%),1241.18,841.6,399.58,32.2,0,0.0
DRV-1987,Low-Mileage Weekend Driver,60,28971.0,5215.0,1.9,1.42,4.2,1.5,0.85,3.2,93.7,Elite Safe (Top 15%),1320.68,898.57,422.11,32.0,0,0.0
DRV-1988,Night Shift Worker,51,18320.0,12069.0,2.1,2.2,8.7,2.3,1.21,57.4,77.9,Low Risk (Preferred),980.44,855.03,125.41,12.8,0,0.0
DRV-1989,Low-Mileage Weekend Driver,32,37417.0,5552.0,1.26,1.69,5.7,1.7,0.51,4.6,94.1,Elite Safe (Top 15%),1559.61,1063.31,496.3,31.8,0,0.0
DRV-1990,Low-Mileage Weekend Driver,48,31634.0,4460.0,0.88,1.29,2.1,2.0,0.97,6.6,96.3,Elite Safe (Top 15%),1398.36,930.23,468.13,33.5,0,0.0
DRV-1991,Distracted Urbanite,38,21949.0,14037.0,3.63,2.57,16.9,8.2,4.34,16.7,51.6,Elevated Risk (Substandard),1102.66,1230.26,-127.6,-11.6,0,0.0
DRV-1992,Distracted Urbanite,22,40124.0,12217.0,5.84,3.22,16.6,9.2,4.63,14.6,40.1,High Risk (Non-Standard),2203.27,2526.46,-323.19,-14.7,0,0.0
DRV-1993,Night Shift Worker,44,30491.0,15489.0,1.47,2.18,7.6,2.2,1.02,54.9,81.8,Low Risk (Preferred),1365.31,1249.77,115.54,8.5,0,0.0
DRV-1994,Safe Commuter,40,33164.0,13125.0,0.85,1.06,1.3,0.9,0.42,3.0,99.9,Elite Safe (Top 15%),1441.96,1055.73,386.23,26.8,0,0.0
DRV-1995,Distracted Urbanite,21,20645.0,11556.0,5.35,2.77,12.7,13.7,2.72,17.3,43.3,High Risk (Non-Standard),1430.49,1578.69,-148.2,-10.4,0,0.0
DRV-1996,Safe Commuter,33,20438.0,9928.0,0.95,1.27,3.7,1.5,0.37,3.9,98.0,Elite Safe (Top 15%),1052.7,730.09,322.61,30.6,0,0.0
DRV-1997,Safe Commuter,40,30419.0,12737.0,1.11,0.68,2.3,0.7,0.42,4.8,99.3,Elite Safe (Top 15%),1363.22,995.45,367.77,27.0,0,0.0
DRV-1998,Safe Commuter,40,37255.0,9886.0,0.62,1.03,1.9,1.0,0.66,3.7,99.9,Elite Safe (Top 15%),1555.21,1058.81,496.4,31.9,0,0.0
DRV-1999,Night Shift Worker,34,42327.0,11184.0,2.54,1.46,6.7,1.9,1.84,45.4,78.6,Low Risk (Preferred),1689.75,1432.86,256.89,15.2,0,0.0
DRV-2000,Safe Commuter,60,45658.0,11758.0,1.12,0.64,2.8,0.5,0.37,3.3,99.5,Elite Safe (Top 15%),1775.03,1265.11,509.92,28.7,0,0.0
